epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
372,38162.5,0.31511,0.03374,0.01134,0.16021,0.82959,0.99805,0.99903,0.99475,0.95542,0.99833,0.99931,0.9948,0.9946,0.33838,0.02292,0.00028,0.55224,0.7893,0.00245325,0.00081775,0.00245325,0.00081775,0.00245325,0.00081775,0.00245325,0.00081775
373,38263.1,0.31621,0.03419,0.01017,0.16,0.82756,0.99805,0.99903,0.99475,0.95566,0.99833,0.99931,0.99479,0.9946,0.33824,0.02296,0.00028,0.55163,0.7893,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
374,38363.9,0.31002,0.03028,0.01027,0.15747,0.82626,0.99805,0.99903,0.99475,0.95547,0.99833,0.99931,0.9948,0.9946,0.3382,0.02302,0.00028,0.5503,0.78928,0.00230475,0.00076825,0.00230475,0.00076825,0.00230475,0.00076825,0.00230475,0.00076825
375,38463.9,0.31161,0.03367,0.01026,0.15717,0.82633,0.99805,0.99903,0.99475,0.95571,0.99832,0.99931,0.99479,0.9946,0.33814,0.02309,0.00028,0.54985,0.78927,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
376,38563.7,0.31131,0.03026,0.01116,0.15639,0.82813,0.99805,0.99903,0.99475,0.9556,0.99833,0.99931,0.9948,0.9946,0.33816,0.02313,0.00028,0.54918,0.78931,0.00215625,0.00071875,0.00215625,0.00071875,0.00215625,0.00071875,0.00215625,0.00071875
377,38664.4,0.30489,0.03231,0.01169,0.15558,0.82517,0.99805,0.99903,0.99475,0.9556,0.99833,0.99931,0.9948,0.9946,0.33814,0.02321,0.00028,0.54876,0.78938,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
378,38765.5,0.30123,0.03086,0.00973,0.1545,0.82664,0.99804,0.99903,0.99475,0.95552,0.99832,0.99931,0.9948,0.9946,0.33814,0.02328,0.00028,0.5474,0.78943,0.00200775,0.00066925,0.00200775,0.00066925,0.00200775,0.00066925,0.00200775,0.00066925
379,38866.8,0.30441,0.03288,0.01044,0.15449,0.82736,0.99804,0.99903,0.99475,0.95547,0.99832,0.99931,0.9948,0.9946,0.33811,0.02335,0.00028,0.54662,0.7895,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
380,38968.2,0.29976,0.02908,0.01015,0.1522,0.82668,0.99803,0.99903,0.99475,0.95554,0.99831,0.99931,0.9948,0.9946,0.33787,0.0234,0.00028,0.54647,0.78904,0.00185925,0.00061975,0.00185925,0.00061975,0.00185925,0.00061975,0.00185925,0.00061975
381,39068.3,0.30129,0.03077,0.0107,0.15295,0.82826,0.99802,0.99903,0.99475,0.95563,0.9983,0.99931,0.9948,0.99459,0.33775,0.02346,0.00028,0.54536,0.78902,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
382,39169.9,0.29809,0.03362,0.01113,0.15362,0.82564,0.99803,0.99903,0.99475,0.95545,0.99831,0.99931,0.9948,0.99459,0.33774,0.02351,0.00027,0.54323,0.78902,0.00171075,0.00057025,0.00171075,0.00057025,0.00171075,0.00057025,0.00171075,0.00057025
383,39270.6,0.29212,0.02887,0.0106,0.14844,0.82232,0.99804,0.99903,0.99475,0.95533,0.99831,0.99931,0.9948,0.99459,0.3377,0.02354,0.00027,0.5418,0.78898,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
384,39371.7,0.29234,0.03035,0.01003,0.14983,0.82207,0.99804,0.99903,0.99475,0.95542,0.99832,0.99931,0.9948,0.99459,0.33764,0.02355,0.00027,0.54044,0.78895,0.00156225,0.00052075,0.00156225,0.00052075,0.00156225,0.00052075,0.00156225,0.00052075
385,39473,0.29035,0.03088,0.01009,0.14854,0.82316,0.99804,0.99903,0.99475,0.95534,0.99832,0.99931,0.9948,0.99459,0.33757,0.0236,0.00027,0.53862,0.7889,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
386,39573.8,0.2871,0.02913,0.00928,0.14626,0.82085,0.99804,0.99903,0.99476,0.95533,0.99832,0.99931,0.9948,0.99459,0.3375,0.02363,0.00027,0.53778,0.78891,0.00141375,0.00047125,0.00141375,0.00047125,0.00141375,0.00047125,0.00141375,0.00047125
387,39674.7,0.28804,0.02803,0.01045,0.14812,0.82325,0.99804,0.99903,0.99475,0.95537,0.99831,0.99931,0.9948,0.99459,0.33743,0.02365,0.00027,0.53692,0.7889,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
388,39774.9,0.28449,0.02838,0.01071,0.146,0.82165,0.99804,0.99903,0.99475,0.9551,0.99831,0.99931,0.9948,0.99458,0.33737,0.02367,0.00027,0.53586,0.78889,0.00126525,0.00042175,0.00126525,0.00042175,0.00126525,0.00042175,0.00126525,0.00042175
389,39876,0.28321,0.02774,0.00953,0.14376,0.81945,0.99803,0.99903,0.99476,0.95528,0.99831,0.99931,0.9948,0.99459,0.33727,0.02371,0.00027,0.53628,0.78887,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
390,39976.5,0.28039,0.02811,0.00968,0.14143,0.8215,0.99803,0.99903,0.99476,0.95514,0.9983,0.99931,0.9948,0.99459,0.33716,0.02374,0.00027,0.53579,0.78885,0.00111675,0.00037225,0.00111675,0.00037225,0.00111675,0.00037225,0.00111675,0.00037225
391,40080.3,0.222,0.00957,0.00026,0.11194,0.78424,0.99802,0.99903,0.99476,0.9552,0.9983,0.99931,0.99481,0.99459,0.33712,0.02378,0.00027,0.53543,0.78885,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
392,40180.4,0.21474,0.00925,9e-05,0.1098,0.77934,0.99802,0.99903,0.99476,0.95529,0.9983,0.99931,0.9948,0.99459,0.33702,0.02381,0.00026,0.5346,0.78884,0.00096825,0.00032275,0.00096825,0.00032275,0.00096825,0.00032275,0.00096825,0.00032275
393,40280.7,0.21076,0.00989,0.00022,0.10804,0.77644,0.99803,0.99903,0.99476,0.95521,0.99831,0.99931,0.99481,0.99459,0.33696,0.02384,0.00026,0.53404,0.78886,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
394,40381,0.20946,0.00994,0.00026,0.10765,0.77682,0.99802,0.99903,0.99476,0.95535,0.9983,0.99931,0.9948,0.99459,0.33694,0.02387,0.00025,0.53393,0.78891,0.00081975,0.00027325,0.00081975,0.00027325,0.00081975,0.00027325,0.00081975,0.00027325
395,40480.7,0.20652,0.00992,5e-05,0.10703,0.77949,0.99806,0.999,0.99477,0.9552,0.99834,0.99927,0.99481,0.99459,0.33689,0.02393,0.00025,0.53416,0.78892,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
396,40580.2,0.20264,0.0089,4e-05,0.10558,0.77856,0.99779,0.99912,0.99477,0.95524,0.99806,0.99939,0.99481,0.99459,0.3368,0.02399,0.00024,0.53364,0.78887,0.00067125,0.00022375,0.00067125,0.00022375,0.00067125,0.00022375,0.00067125,0.00022375
397,40680.1,0.19924,0.00851,6e-05,0.10405,0.77404,0.99806,0.99896,0.99478,0.95511,0.99834,0.99924,0.99481,0.9946,0.33678,0.02403,0.00024,0.53484,0.78889,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
398,40780.1,0.19596,0.00936,7e-05,0.10327,0.77848,0.99779,0.99913,0.99479,0.95496,0.99806,0.99941,0.99481,0.9946,0.3367,0.02409,0.00023,0.53544,0.78891,0.00052275,0.00017425,0.00052275,0.00017425,0.00052275,0.00017425,0.00052275,0.00017425
399,40880.1,0.19676,0.00879,8e-05,0.10244,0.77764,0.99779,0.99915,0.99479,0.95507,0.99806,0.99943,0.99481,0.99461,0.33658,0.02412,0.00023,0.53574,0.78889,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
400,40980.2,0.19196,0.00852,2e-05,0.10111,0.77356,0.99779,0.99916,0.9948,0.95515,0.99806,0.99944,0.99482,0.99461,0.33655,0.02415,0.00023,0.53591,0.78896,0.00037425,0.00012475,0.00037425,0.00012475,0.00037425,0.00012475,0.00037425,0.00012475
